id,Sucursal,internal_id,is_local,caja,cuser,out_of_time,Creación de orden,Proceso de orden,Entrega de orden,Orden cancelada,Hora deseada,Usuario,Estatus,Tipo de pago,total,stars,review,coupon,Sub tipo de pago,pc_id,status_id,Id cajero,crname,pay_id,Usuario subsidio/Meal plan,Nómina,ceco,Platillos,Ingredientes,description
70000040,Sushi Go UDEM,41,0,1,Luis,,17:31:00 01-02-2025,17:33:00 01-02-2025,17:50:00 01-02-2025,,,,Entregada,App,278.29,5,,,,1,4,4050,,3,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000041,Sushi Go UDEM,42,0,1,Carlos,,21:01:00 20-02-2025,21:04:00 20-02-2025,21:22:00 20-02-2025,,,,Entregada,Efectivo,137.25,3,,,,4,4,4041,,2,,,,Spicy Tuna Roll Estandar 4 $0.00,Salsa spicy $0.00,
70000042,Sushi Go UDEM,43,0,0,Mariana,,15:48:00 08-02-2025,15:56:00 08-02-2025,16:09:00 08-02-2025,,,,Entregada,Tarjeta,95.04,5,,,,1,4,4099,,3,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000043,Sushi Go UDEM,44,0,0,Luis,,11:15:00 17-01-2025,11:20:00 17-01-2025,11:25:00 17-01-2025,,,,Entregada,Efectivo,122.82,5,,,,3,4,4098,,2,,,,Spicy Tuna Roll Estandar 2 $0.00,Salsa spicy $0.00,
70000044,Sushi Go UDEM,45,0,1,Carlos,,20:38:00 25-01-2025,20:41:00 25-01-2025,20:51:00 25-01-2025,,,,Entregada,Efectivo,240.46,5,,,,2,4,4009,,3,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000045,Sushi Go UDEM,46,0,1,Mariana,,21:15:00 28-02-2025,21:18:00 28-02-2025,21:32:00 28-02-2025,,,,Entregada,Tarjeta,180.27,5,,,,3,4,4001,,2,,,,Philadelphia Roll Estandar 1 $0.00,Queso crema $0.00,
70000046,Sushi Go UDEM,47,0,1,Carlos,,12:27:00 15-02-2025,12:34:00 15-02-2025,12:53:00 15-02-2025,,,,Entregada,Efectivo,135.8,4,,,,3,4,4041,,1,,,,Spicy Tuna Roll Estandar 4 $0.00,Salsa spicy $0.00,
70000047,Sushi Go UDEM,48,0,1,Mariana,,15:56:00 20-01-2025,16:05:00 20-01-2025,16:17:00 20-01-2025,,,,Entregada,Tarjeta,177.46,4,,,,2,4,4045,,2,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000048,Sushi Go UDEM,49,0,1,Carlos,,15:56:00 05-02-2025,16:07:00 05-02-2025,16:20:00 05-02-2025,,,,Entregada,App,112.26,3,,,,4,4,4082,,3,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000049,Sushi Go UDEM,50,0,0,Mariana,,18:50:00 15-02-2025,18:52:00 15-02-2025,18:59:00 15-02-2025,,,,Entregada,App,195.14,5,,,,3,4,4060,,3,,,,Tempura Roll Estandar 2 $0.00,Camarón tempura $0.00,
70000050,Sushi Go UDEM,51,0,1,Luis,,16:27:00 17-02-2025,16:37:00 17-02-2025,16:52:00 17-02-2025,,,,Entregada,Tarjeta,160.44,5,,,,2,4,4040,,1,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000051,Sushi Go UDEM,52,0,0,Mariana,,13:12:00 18-02-2025,13:17:00 18-02-2025,13:37:00 18-02-2025,,,,Entregada,Tarjeta,344.93,4,,,,2,4,4038,,1,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000052,Sushi Go UDEM,53,0,0,Carlos,,19:08:00 01-03-2025,19:14:00 01-03-2025,19:20:00 01-03-2025,,,,Entregada,Tarjeta,271.33,3,,,,3,4,4060,,2,,,,California Roll Estandar 3 $0.00,Aguacate $0.00,
70000053,Sushi Go UDEM,54,0,1,Carlos,,16:11:00 12-02-2025,16:13:00 12-02-2025,16:26:00 12-02-2025,,,,Entregada,Tarjeta,303.75,5,,,,1,4,4019,,1,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000054,Sushi Go UDEM,55,0,1,Carlos,,15:05:00 20-02-2025,15:10:00 20-02-2025,15:18:00 20-02-2025,,,,Entregada,Efectivo,291.68,4,,,,4,4,4039,,3,,,,Salmón Roll Estandar 2 $0.00,Salmón fresco $0.00,
70000055,Sushi Go UDEM,56,0,0,Luis,,11:39:00 23-02-2025,11:42:00 23-02-2025,11:53:00 23-02-2025,,,,Entregada,Tarjeta,261.71,5,,,,1,4,4020,,1,,,,Dragon Roll Estandar 3 $0.00,Anguila $0.00,
70000056,Sushi Go UDEM,57,0,1,Carlos,,18:44:00 10-02-2025,18:55:00 10-02-2025,19:15:00 10-02-2025,,,,Entregada,Tarjeta,150.18,5,,,,2,4,4033,,3,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000057,Sushi Go UDEM,58,0,1,Luis,,21:51:00 21-02-2025,21:56:00 21-02-2025,22:14:00 21-02-2025,,,,Entregada,Tarjeta,258.39,3,,,,2,4,4039,,3,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000058,Sushi Go UDEM,59,0,1,Carlos,,15:28:00 20-02-2025,15:31:00 20-02-2025,15:50:00 20-02-2025,,,,Entregada,Tarjeta,335.1,5,,,,1,4,4055,,3,,,,Tempura Roll Estandar 4 $0.00,Camarón tempura $0.00,
70000059,Sushi Go UDEM,60,0,1,Andrea,,20:16:00 04-02-2025,20:18:00 04-02-2025,20:25:00 04-02-2025,,,,Entregada,Tarjeta,349.89,4,,,,4,4,4035,,1,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000060,Sushi Go UDEM,61,0,1,Andrea,,17:40:00 21-02-2025,17:49:00 21-02-2025,17:56:00 21-02-2025,,,,Entregada,Tarjeta,196.17,4,,,,4,4,4088,,2,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000061,Sushi Go UDEM,62,0,1,Andrea,,21:25:00 02-02-2025,21:35:00 02-02-2025,21:41:00 02-02-2025,,,,Entregada,Efectivo,171.77,5,,,,1,4,4084,,3,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000062,Sushi Go UDEM,63,0,0,Mariana,,17:03:00 13-02-2025,17:08:00 13-02-2025,17:24:00 13-02-2025,,,,Entregada,App,287.6,3,,,,3,4,4056,,3,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000063,Sushi Go UDEM,64,0,1,Andrea,,12:01:00 15-02-2025,12:13:00 15-02-2025,12:25:00 15-02-2025,,,,Entregada,Tarjeta,233.22,3,,,,4,4,4015,,3,,,,Spicy Tuna Roll Estandar 3 $0.00,Salsa spicy $0.00,
70000064,Sushi Go UDEM,65,0,0,Carlos,,18:59:00 24-01-2025,19:05:00 24-01-2025,19:18:00 24-01-2025,,,,Entregada,App,344.86,3,,,,4,4,4024,,3,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000065,Sushi Go UDEM,66,0,1,Andrea,,13:55:00 16-02-2025,13:58:00 16-02-2025,14:11:00 16-02-2025,,,,Entregada,Efectivo,332.9,5,,,,3,4,4075,,3,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000066,Sushi Go UDEM,67,0,1,Carlos,,18:55:00 26-02-2025,18:59:00 26-02-2025,19:18:00 26-02-2025,,,,Entregada,Efectivo,176.43,3,,,,2,4,4073,,2,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000067,Sushi Go UDEM,68,0,0,Carlos,,17:02:00 29-01-2025,17:09:00 29-01-2025,17:29:00 29-01-2025,,,,Entregada,Tarjeta,346.99,3,,,,3,4,4012,,2,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000068,Sushi Go UDEM,69,0,0,Andrea,,19:58:00 21-01-2025,20:07:00 21-01-2025,20:12:00 21-01-2025,,,,Entregada,Efectivo,316.44,4,,,,3,4,4079,,3,,,,Spicy Tuna Roll Estandar 4 $0.00,Salsa spicy $0.00,
70000069,Sushi Go UDEM,70,0,0,Andrea,,21:05:00 09-02-2025,21:12:00 09-02-2025,21:29:00 09-02-2025,,,,Entregada,Tarjeta,316.82,5,,,,3,4,4029,,3,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000070,Sushi Go UDEM,71,0,0,Andrea,,17:06:00 20-01-2025,17:18:00 20-01-2025,17:26:00 20-01-2025,,,,Entregada,Efectivo,270.44,3,,,,3,4,4045,,2,,,,Atún Especial Estandar 2 $0.00,Atún spicy $0.00,
70000071,Sushi Go UDEM,72,0,1,Luis,,13:15:00 11-02-2025,13:25:00 11-02-2025,13:43:00 11-02-2025,,,,Entregada,Efectivo,135.52,5,,,,2,4,4029,,2,,,,Spicy Tuna Roll Estandar 2 $0.00,Salsa spicy $0.00,
70000072,Sushi Go UDEM,73,0,0,Andrea,,15:29:00 24-02-2025,15:35:00 24-02-2025,15:40:00 24-02-2025,,,,Entregada,Efectivo,266.18,4,,,,3,4,4081,,2,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000073,Sushi Go UDEM,74,0,1,Mariana,,15:29:00 28-02-2025,15:35:00 28-02-2025,15:46:00 28-02-2025,,,,Entregada,App,117.73,4,,,,3,4,4002,,3,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000074,Sushi Go UDEM,75,0,0,Mariana,,15:00:00 09-02-2025,15:11:00 09-02-2025,15:17:00 09-02-2025,,,,Entregada,Tarjeta,291.69,5,,,,2,4,4079,,2,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000075,Sushi Go UDEM,76,0,0,Mariana,,21:43:00 27-02-2025,21:47:00 27-02-2025,21:55:00 27-02-2025,,,,Entregada,App,295.04,3,,,,1,4,4037,,2,,,,California Roll Estandar 3 $0.00,Aguacate $0.00,
70000076,Sushi Go UDEM,77,0,1,Mariana,,13:12:00 10-02-2025,13:16:00 10-02-2025,13:32:00 10-02-2025,,,,Entregada,App,156.81,4,,,,1,4,4059,,1,,,,Tempura Roll Estandar 2 $0.00,Camarón tempura $0.00,
70000077,Sushi Go UDEM,78,0,0,Mariana,,14:55:00 24-01-2025,15:07:00 24-01-2025,15:24:00 24-01-2025,,,,Entregada,App,295.58,3,,,,4,4,4047,,3,,,,Ebi Roll Estandar 1 $0.00,Camarón $0.00,
70000078,Sushi Go UDEM,79,0,1,Luis,,15:37:00 27-02-2025,15:45:00 27-02-2025,16:01:00 27-02-2025,,,,Entregada,App,212.58,3,,,,4,4,4089,,2,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000079,Sushi Go UDEM,80,0,0,Andrea,,17:07:00 25-02-2025,17:11:00 25-02-2025,17:17:00 25-02-2025,,,,Entregada,Tarjeta,348.94,5,,,,2,4,4049,,2,,,,California Roll Estandar 3 $0.00,Aguacate $0.00,
70000080,Sushi Go UDEM,81,0,1,Carlos,,21:47:00 07-02-2025,21:57:00 07-02-2025,22:15:00 07-02-2025,,,,Entregada,Efectivo,260.28,3,,,,3,4,4027,,2,,,,Spicy Tuna Roll Estandar 4 $0.00,Salsa spicy $0.00,
70000081,Sushi Go UDEM,82,0,1,Luis,,14:54:00 12-02-2025,15:01:00 12-02-2025,15:09:00 12-02-2025,,,,Entregada,Tarjeta,105.74,4,,,,1,4,4084,,1,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000082,Sushi Go UDEM,83,0,0,Andrea,,21:38:00 25-02-2025,21:40:00 25-02-2025,21:46:00 25-02-2025,,,,Entregada,App,347.09,3,,,,2,4,4029,,2,,,,Ebi Roll Estandar 2 $0.00,Camarón $0.00,
70000083,Sushi Go UDEM,84,0,0,Andrea,,20:00:00 24-01-2025,20:06:00 24-01-2025,20:15:00 24-01-2025,,,,Entregada,Tarjeta,297.61,3,,,,3,4,4100,,1,,,,Spicy Tuna Roll Estandar 3 $0.00,Salsa spicy $0.00,
70000084,Sushi Go UDEM,85,0,0,Andrea,,16:01:00 21-02-2025,16:05:00 21-02-2025,16:18:00 21-02-2025,,,,Entregada,Efectivo,282.85,4,,,,3,4,4065,,3,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000085,Sushi Go UDEM,86,0,0,Andrea,,18:32:00 21-01-2025,18:37:00 21-01-2025,18:43:00 21-01-2025,,,,Entregada,Efectivo,257.27,4,,,,4,4,4087,,1,,,,Tempura Roll Estandar 4 $0.00,Camarón tempura $0.00,
70000086,Sushi Go UDEM,87,0,1,Carlos,,18:04:00 15-02-2025,18:07:00 15-02-2025,18:22:00 15-02-2025,,,,Entregada,App,122.81,5,,,,3,4,4058,,3,,,,Spicy Tuna Roll Estandar 1 $0.00,Salsa spicy $0.00,
70000087,Sushi Go UDEM,88,0,1,Mariana,,17:06:00 22-02-2025,17:09:00 22-02-2025,17:20:00 22-02-2025,,,,Entregada,Efectivo,320.9,4,,,,4,4,4093,,1,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000088,Sushi Go UDEM,89,0,1,Andrea,,17:20:00 04-02-2025,17:32:00 04-02-2025,17:45:00 04-02-2025,,,,Entregada,Tarjeta,268.57,3,,,,1,4,4055,,1,,,,Ebi Roll Estandar 2 $0.00,Camarón $0.00,
70000089,Sushi Go UDEM,90,0,1,Andrea,,13:35:00 07-02-2025,13:37:00 07-02-2025,13:52:00 07-02-2025,,,,Entregada,Efectivo,181.94,5,,,,3,4,4045,,1,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000090,Sushi Go UDEM,91,0,1,Andrea,,19:13:00 20-02-2025,19:17:00 20-02-2025,19:37:00 20-02-2025,,,,Entregada,Efectivo,181.03,5,,,,2,4,4054,,3,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000091,Sushi Go UDEM,92,0,1,Mariana,,20:43:00 23-02-2025,20:55:00 23-02-2025,21:00:00 23-02-2025,,,,Entregada,Efectivo,136.91,3,,,,2,4,4018,,3,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000092,Sushi Go UDEM,93,0,1,Mariana,,17:04:00 26-02-2025,17:08:00 26-02-2025,17:13:00 26-02-2025,,,,Entregada,Tarjeta,187.81,4,,,,3,4,4092,,2,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000093,Sushi Go UDEM,94,0,1,Carlos,,20:05:00 20-02-2025,20:07:00 20-02-2025,20:16:00 20-02-2025,,,,Entregada,App,265.23,4,,,,4,4,4077,,2,,,,Spicy Tuna Roll Estandar 1 $0.00,Salsa spicy $0.00,
70000094,Sushi Go UDEM,95,0,1,Mariana,,15:13:00 10-02-2025,15:23:00 10-02-2025,15:31:00 10-02-2025,,,,Entregada,Tarjeta,118.83,3,,,,4,4,4076,,1,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000095,Sushi Go UDEM,96,0,0,Carlos,,14:19:00 15-01-2025,14:24:00 15-01-2025,14:33:00 15-01-2025,,,,Entregada,App,175.31,4,,,,2,4,4016,,2,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000096,Sushi Go UDEM,97,0,0,Carlos,,14:32:00 18-02-2025,14:42:00 18-02-2025,14:58:00 18-02-2025,,,,Entregada,Tarjeta,314.06,4,,,,1,4,4040,,3,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000097,Sushi Go UDEM,98,0,1,Luis,,20:25:00 11-02-2025,20:37:00 11-02-2025,20:55:00 11-02-2025,,,,Entregada,App,195.31,4,,,,3,4,4011,,2,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000098,Sushi Go UDEM,99,0,1,Luis,,14:27:00 21-01-2025,14:38:00 21-01-2025,14:55:00 21-01-2025,,,,Entregada,Efectivo,316.34,3,,,,1,4,4065,,3,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000099,Sushi Go UDEM,100,0,0,Mariana,,19:32:00 22-01-2025,19:37:00 22-01-2025,19:53:00 22-01-2025,,,,Entregada,Tarjeta,151.43,3,,,,2,4,4097,,3,,,,Ebi Roll Estandar 2 $0.00,Camarón $0.00,
70000100,Sushi Go UDEM,101,0,1,Mariana,,13:49:00 19-01-2025,14:01:00 19-01-2025,14:21:00 19-01-2025,,,,Entregada,Tarjeta,267.09,4,,,,1,4,4060,,2,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000101,Sushi Go UDEM,102,0,1,Andrea,,15:50:00 24-02-2025,15:56:00 24-02-2025,16:02:00 24-02-2025,,,,Entregada,Tarjeta,170.71,4,,,,3,4,4009,,3,,,,Ebi Roll Estandar 1 $0.00,Camarón $0.00,
70000102,Sushi Go UDEM,103,0,0,Mariana,,20:38:00 20-01-2025,20:48:00 20-01-2025,21:05:00 20-01-2025,,,,Entregada,App,206.93,4,,,,2,4,4007,,2,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
