"id","Sucursal","internal_id","is_local","caja","cuser","out_of_time","Creación de orden","Proceso de orden","Entrega de orden","Orden cancelada","Hora deseada","Usuario","Estatus","Tipo de pago","total","stars","review","coupon","Sub tipo de pago","pc_id","status_id","Id cajero","crname","pay_id","Usuario subsidio/Meal plan","Nómina","ceco","Platillos","Ingredientes","description"
50116237,"Davilas CCU","15",0,1,"DavidAlejandroCuevasGarcía",,"12:51:37 06-06-2023","12:51:43 06-06-2023","13:00:29 06-06-2023",,"2023-06-06 13:30:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",92,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"TORTA DE PIERNA Estandar 1 $0.00",,"TORTA DE PIERNA Estandar: Quitar el tomate  por favor\n"
50145367,"Davilas CCU","16",0,1,"Aurora",,"12:43:12 07-06-2023","12:43:13 07-06-2023","13:49:47 07-06-2023",,"2023-06-07 14:00:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",46,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"ORDEN DE PAPAS Estandar 1 $0.00","SALSA BÚFALO $6.00",""
50145770,"Davilas CCU","17",0,1,"RebecaTorres",,"12:51:29 07-06-2023","12:51:30 07-06-2023","12:55:50 07-06-2023",,"2023-06-07 12:55:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",92,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"ORDEN TACOS DE CARNE ASADA Estandar 1 $0.00","MAIZ $0.00,CON QUESO $0.00",""
50177248,"Davilas CCU","18",0,1,"LorenaMoralesVázquez",,"13:49:27 08-06-2023","13:49:29 08-06-2023","14:00:23 08-06-2023",,"2023-06-08 14:00:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",96,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
50308392,"Davilas CCU","19",0,1,"LourdesCabral",,"12:00:37 13-06-2023","12:00:42 13-06-2023","13:17:31 13-06-2023",,"2023-06-13 13:10:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",97,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"PAPA ASADA CON CARNE ASADA Estandar 1 $0.00","SIN QUESO $0.00,SIN CREMA $0.00",""
50308617,"Davilas CCU","20",0,1,"Aurora",,"12:05:44 13-06-2023","12:05:49 13-06-2023","13:17:03 13-06-2023",,"2023-06-13 13:10:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",96,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
50312517,"Davilas CCU","21",0,1,"Andrés",,"13:19:41 13-06-2023","13:19:42 13-06-2023","13:31:50 13-06-2023",,"2023-06-13 13:20:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",105,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00","SALSA BBQ $0.00",""
50313285,"Davilas CCU","22",0,1,"BenjamínBurciaga",,"13:30:35 13-06-2023","13:30:37 13-06-2023","13:41:59 13-06-2023",,"2023-06-13 14:00:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",98,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"HAMBURGUESA DE RES Estandar 1 $0.00",,""
50343526,"Davilas CCU","23",0,1,"BenjamínBurciaga",,"13:44:09 14-06-2023","13:44:10 14-06-2023","13:55:06 14-06-2023",,"2023-06-14 13:45:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",125,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,COCA LIGHT Estandar 1 $0.00","SALSA BÚFALO $0.00",""
50370653,"Davilas CCU","24",0,1,"Rodrigo Hernández ",,"12:44:47 15-06-2023","12:44:50 15-06-2023","12:56:29 15-06-2023",,"2023-06-15 12:44:47","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",98,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"TORTA DE CARNE ASADA Estandar 1 $0.00",,"TORTA DE CARNE ASADA Estandar: sin cebolla \n"
50371392,"Davilas CCU","25",0,1,"Claudia Palomo",,"12:57:43 15-06-2023","12:57:43 15-06-2023","13:15:33 15-06-2023",,"2023-06-15 13:30:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",55,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"ORDEN PAPAS ESPECIALES Estandar 1 $0.00",,""
50400379,"Davilas CCU","26",0,1,"Jessica",,"12:20:57 16-06-2023","12:20:58 16-06-2023","12:36:38 16-06-2023",,"2023-06-16 12:45:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",96,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
50541510,"Davilas CCU","27",0,1,"Rodrigo Hernández ",,"13:56:12 21-06-2023","13:56:15 21-06-2023","13:58:52 21-06-2023",,"2023-06-21 13:56:12","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",118,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"HAMBURGUESA DE RES Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00",,""
50542691,"Davilas CCU","28",0,1,"Julio Arriaga",,"14:14:32 21-06-2023",,,"14:14:33 21-06-2023","2023-06-21 14:14:33","Caja Davilas UDEM","Cancelada","Tarjeta ",98,,,"0.00",,,5,4086,"Tarjeta rechazada",2,"  ",,,"TORTA DE CARNE ASADA Estandar 1 $0.00",,""
50928854,"Davilas CCU","29",0,1,"CarlosPalacios",,"13:07:45 05-07-2023",,,"13:07:51 05-07-2023","2023-07-05 13:10:00","Admin Company Davilas UDEM","Cancelada","Tarjeta ",96,,,"0.00",,,5,4084,"Tarjeta rechazada",2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
50928967,"Davilas CCU","30",0,1,"BenjamínBurciaga",,"13:09:38 05-07-2023","13:09:44 05-07-2023","13:39:36 05-07-2023",,"2023-07-05 13:10:00","Admin Company Davilas UDEM","Lista","Tarjeta Tarjeta Credito",125,,,"0.00","Tarjeta Credito",,3,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,COCA LIGHT Estandar 1 $0.00","SALSA BBQ $0.00",""
50929684,"Davilas CCU","31",0,1,"CarlosPalacios",,"13:20:13 05-07-2023","13:20:14 05-07-2023","13:39:40 05-07-2023",,"2023-07-05 13:20:13","Admin Company Davilas UDEM","Lista","Tarjeta Tarjeta Credito",96,,,"0.00","Tarjeta Credito",,3,4084,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
51642219,"Davilas CCU","32",0,1,"Aurora",,"12:29:55 31-07-2023","12:29:57 31-07-2023","12:42:08 31-07-2023",,"2023-07-31 13:00:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",92,,,"0.00","Tarjeta Credito",,4,4084,,2,"  ",,,"ORDEN TACOS DE CARNE ASADA Estandar 1 $0.00","MAIZ $0.00,CON QUESO $0.00",""
51872811,"Davilas CCU","33",0,1,"DanielaVázquez",,"13:43:27 08-08-2023","13:43:32 08-08-2023","13:55:01 08-08-2023",,"2023-08-08 13:45:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",92,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"TORTA DE PIERNA Estandar 1 $0.00",,"Para llevar por favor "
52056551,"Davilas CCU","34",0,1,"DiegoTorres",,"16:58:31 14-08-2023","16:58:32 14-08-2023","17:04:02 14-08-2023",,"2023-08-14 17:00:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",129,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,FUZE TEA Estandar 1 $0.00","SALSA BÚFALO $0.00","CHICKEN TENDERS Estandar: Baladas en salsa Buffalo\n"
52073503,"Davilas CCU","35",0,1,"norberto ",,"12:42:14 15-08-2023","12:42:17 15-08-2023","12:44:27 15-08-2023",,"2023-08-15 12:42:14","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",105,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00","SALSA BBQ $0.00",""
52074705,"Davilas CCU","36",0,1,"AndreaVallejo",,"13:02:38 15-08-2023","13:02:39 15-08-2023","13:05:55 15-08-2023",,"2023-08-15 13:05:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",105,,,"0.00","Tarjeta Credito",,4,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52075733,"Davilas CCU","37",0,1,"Fernanda",,"13:16:06 15-08-2023","13:16:10 15-08-2023","13:18:31 15-08-2023",,"2023-08-15 13:20:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",105,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00","SALSA BBQ $0.00",""
52077512,"Davilas CCU","38",0,1,"Ramon",,"13:40:19 15-08-2023","13:40:22 15-08-2023","13:45:33 15-08-2023",,"2023-08-15 13:40:19","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",98,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","CON QUESO $0.00",""
52105497,"Davilas CCU","39",0,1,"Carlos Miguel Bernal ",,"12:40:19 16-08-2023","12:40:21 16-08-2023","12:43:22 16-08-2023",,"2023-08-16 12:40:19","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",104,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00,ADEREZO RANCH Estandar 1 $0.00","SIN QUESO $0.00","BURRITO DE CARNE ASADA Estandar: Aderezo Ranch\n"
52108529,"Davilas CCU","40",0,1,"Mario",,"13:26:17 16-08-2023","13:26:19 16-08-2023","13:28:23 16-08-2023",,"2023-08-16 13:29:16","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",125,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"BONELESS Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52111044,"Davilas CCU","41",0,1,"Natalia",,"14:02:49 16-08-2023","14:02:57 16-08-2023","14:07:39 16-08-2023",,"2023-08-16 14:05:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",105,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52113876,"Davilas CCU","42",0,1,"Joaquín",,"14:44:30 16-08-2023",,,"14:44:35 16-08-2023","2023-08-16 14:45:00","Admin Company Davilas UDEM","Cancelada","Tarjeta ",98,,,"0.00",,,5,4084,"Tarjeta rechazada",2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","SIN QUESO $0.00",""
52113878,"Davilas CCU","43",0,1,"Maximiliano",,"14:44:31 16-08-2023","14:44:43 16-08-2023","14:48:51 16-08-2023",,"2023-08-16 14:45:00","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",98,,,"0.00","Tarjeta Credito",,4,4084,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","CON QUESO $0.00",""
52113946,"Davilas CCU","44",0,1,"Joaquín",,"14:45:56 16-08-2023","14:45:57 16-08-2023","14:49:44 16-08-2023",,"2023-08-16 14:45:56","Admin Company Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",98,,,"0.00","Tarjeta Debito",,4,4084,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","SIN QUESO $0.00",""
52135830,"Davilas CCU","45",0,1,"JoséRodrigoMarquezRosales",,"12:11:36 17-08-2023","12:11:38 17-08-2023","12:32:32 17-08-2023",,"2023-08-17 12:50:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",118,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","CON QUESO $0.00","COCA COLA  Estandar: Coca Lata\n"
52140831,"Davilas CCU","46",0,1,"Gerardo",,"13:30:26 17-08-2023","13:30:30 17-08-2023","13:36:34 17-08-2023",,"2023-08-17 13:30:26","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",125,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52141918,"Davilas CCU","47",0,1,"FernandoCastilla",,"13:46:15 17-08-2023",,,"13:46:19 17-08-2023","2023-08-17 13:50:00","Caja Davilas UDEM","Cancelada","Tarjeta ",96,,,"0.00",,,5,4086,"Tarjeta rechazada",2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
52145697,"Davilas CCU","48",0,1,"Fernando ",,"14:41:30 17-08-2023",,,"14:41:35 17-08-2023","2023-08-17 14:41:30","Caja Davilas UDEM","Cancelada","Tarjeta ",55,,,"0.00",,,5,4086,"Tarjeta rechazada",2,"  ",,,"ORDEN PAPAS ESPECIALES Estandar 1 $0.00",,""
52171701,"Davilas CCU","49",0,1,"norberto ",,"13:16:36 18-08-2023","13:16:39 18-08-2023","13:23:22 18-08-2023",,"2023-08-18 13:16:36","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",55,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"ORDEN PAPAS ESPECIALES Estandar 1 $0.00",,""
52175200,"Davilas CCU","50",0,1,"Daira Reyes",,"14:08:34 18-08-2023","14:08:36 18-08-2023","14:20:10 18-08-2023",,"2023-08-18 14:08:34","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",98,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","CON QUESO $0.00",""
52175402,"Davilas CCU","51",0,1,"PatricioMolanoGalvan",,"14:11:25 18-08-2023","14:11:30 18-08-2023","14:20:23 18-08-2023",,"2023-08-18 14:15:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",116,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","CON QUESO $0.00",""
52247736,"Davilas CCU","52",0,1,"JorgeVladimirRodríguezBerino",,"11:35:52 21-08-2023","11:35:56 21-08-2023","14:23:10 21-08-2023",,"2023-08-21 14:40:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",105,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00","SALSA BBQ $0.00","BONELESS Estandar: Podran dejar esta comida para llevar Por favor\n"
52247902,"Davilas CCU","53",0,1,"Amauri",,"11:39:00 21-08-2023","11:39:01 21-08-2023","11:48:49 21-08-2023",,"2023-08-21 11:40:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",242,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 2 $0.00,ORDEN DE PAPAS Estandar 1 $0.00","CON QUESO $0.00,ADEREZO RANCH $6.00",""
52250733,"Davilas CCU","54",0,1,"JoséRodrigoMarquezRosales",,"12:34:59 21-08-2023","12:35:01 21-08-2023","12:36:37 21-08-2023",,"2023-08-21 12:55:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",125,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52258272,"Davilas CCU","55",0,1,"VeronicaGómez",,"14:32:23 21-08-2023","14:32:28 21-08-2023","14:37:35 21-08-2023",,"2023-08-21 14:35:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",184,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"ORDEN TACOS DE CARNE ASADA Estandar 2 $0.00","MAIZ $0.00,CON QUESO $0.00",""
52258318,"Davilas CCU","56",0,1,"Aurora",,"14:33:07 21-08-2023","14:33:10 21-08-2023","14:37:32 21-08-2023",,"2023-08-21 14:35:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",96,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
52263029,"Davilas CCU","57",0,1,"DiegoTorres",,"15:55:02 21-08-2023","15:55:03 21-08-2023","15:57:21 21-08-2023",,"2023-08-21 15:55:02","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",129,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"CHICKEN TENDERS Estandar 1 $0.00,FUZE TEA Estandar 1 $0.00","SALSA BÚFALO $0.00","FUZE TEA Estandar: De durazno\n"
52272173,"Davilas CCU","58",0,1,"JorgeVladimirRodríguezBerino",,"09:05:15 22-08-2023","09:05:16 22-08-2023","12:48:15 22-08-2023",,"2023-08-22 13:10:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",105,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00","SALSA BBQ $0.00","BONELESS Estandar: Favor de asignar el pedido para llevar por favor\n"
52282217,"Davilas CCU","59",0,1,"JoséRodrigoMarquezRosales",,"12:50:56 22-08-2023","12:51:01 22-08-2023","12:53:58 22-08-2023",,"2023-08-22 12:50:56","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",60,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"ORDEN DE PAPAS Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00",,""
52284381,"Davilas CCU","60",0,1,"DanielaVázquez",,"13:23:40 22-08-2023","13:23:44 22-08-2023","13:27:34 22-08-2023",,"2023-08-22 13:25:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",138,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"DEDOS DE QUESO Estandar 1 $0.00,AGUA NATURAL 600ML Estandar 1 $0.00,FUZE TEA Estandar 1 $0.00",,""
52313394,"Davilas CCU","61",0,1,"AxelArizpe",,"13:18:28 23-08-2023","13:18:32 23-08-2023","13:22:23 23-08-2023",,"2023-08-23 13:20:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",112,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"TORTA DE PIERNA Estandar 1 $0.00,COCA LIGHT Estandar 1 $0.00",,"axel arizpe mora"
52337059,"Davilas CCU","62",0,1,"Mario",,"11:32:35 24-08-2023","11:32:38 24-08-2023","11:53:32 24-08-2023",,"2023-08-24 11:35:48","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",125,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00","SALSA BÚFALO $0.00",""
52337626,"Davilas CCU","63",0,1,"JorgeVladimirRodríguezBerino",,"11:43:46 24-08-2023","11:43:51 24-08-2023","11:57:17 24-08-2023",,"2023-08-24 11:45:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",129,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00,FUZE TEA Estandar 1 $0.00","SALSA BBQ $0.00","BONELESS Estandar: Favor de entregar para llevar\n"
52341385,"Davilas CCU","64",0,1,"Gerardo",,"12:58:48 24-08-2023","12:58:53 24-08-2023","13:43:04 24-08-2023",,"2023-08-24 13:00:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Credito",112,,,"0.00","Tarjeta Credito",,4,4086,,2,"  ",,,"TORTA DE PIERNA Estandar 1 $0.00,COCA COLA  Estandar 1 $0.00",,""
52343923,"Davilas CCU","65",0,1,"AxelArizpe",,"13:34:47 24-08-2023","13:34:52 24-08-2023","13:43:01 24-08-2023",,"2023-08-24 13:35:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",116,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00,COCA LIGHT Estandar 1 $0.00","CON QUESO $0.00",""
52375003,"Davilas CCU","66",0,1,"Ramon",,"13:40:23 25-08-2023","13:40:24 25-08-2023","13:52:49 25-08-2023",,"2023-08-25 13:40:23","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",203,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00,BURRITO DE CARNE ASADA Estandar 1 $0.00","CON QUESO $0.00,SALSA BÚFALO $0.00",""
52376568,"Davilas CCU","67",0,1,"Amauri",,"14:04:52 25-08-2023","14:04:57 25-08-2023","14:12:31 25-08-2023",,"2023-08-25 14:05:00","Caja Davilas UDEM","Lista","Tarjeta Tarjeta Debito",98,,,"0.00","Tarjeta Debito",,3,4086,,2,"  ",,,"BURRITO DE CARNE ASADA Estandar 1 $0.00","CON QUESO $0.00",""
52378750,"Davilas CCU","68",0,1,"Fernanda",,"14:35:29 25-08-2023","14:35:32 25-08-2023","14:50:16 25-08-2023",,"2023-08-25 14:35:29","Caja Davilas UDEM","Lista","Tarjeta Tarjeta Debito",96,,,"0.00","Tarjeta Debito",,3,4086,,2,"  ",,,"CAMPECHANA Estandar 1 $0.00","CON QUESO $0.00",""
52444339,"Davilas CCU","69",0,1,"JorgeVladimirRodríguezBerino",,"09:47:27 28-08-2023","09:47:32 28-08-2023","14:30:06 28-08-2023",,"2023-08-28 14:35:00","Caja Davilas UDEM","Entregada","Tarjeta Tarjeta Debito",129,,,"0.00","Tarjeta Debito",,4,4086,,2,"  ",,,"BONELESS Estandar 1 $0.00,FUZE TEA Estandar 1 $0.00","SALSA BBQ $0.00","Favor de entregar para llevar y si es posible que el Fuze Tea sea de tapa amarilla por favor BONELESS Estandar: Favor de entregar para llevar por favor \n"
